date,unscheduled,forecast,confcall
1936-03-18,False,False,False
1936-03-19,False,False,False
1936-05-25,False,False,False
1936-11-19,False,False,False
1936-11-20,False,False,False
1937-01-26,False,False,False
1937-03-15,False,False,False
1937-04-04,False,False,False
1937-05-05,False,False,False
1937-06-09,False,False,False
1937-09-12,False,False,False
1937-11-01,False,False,False
1938-02-01,False,False,False
1938-04-22,False,False,False
1938-04-29,False,False,False
1938-08-02,False,False,False
1938-09-21,False,False,False
1938-12-30,False,False,False
1939-03-07,False,False,False
1939-03-20,False,False,False
1939-04-19,False,False,False
1939-06-21,False,False,False
1939-09-18,False,False,False
1939-12-13,False,False,False
1940-03-20,False,False,False
1940-05-28,False,False,False
1940-09-27,False,False,False
1940-12-18,False,False,False
1941-03-17,False,False,False
1941-06-10,False,False,False
1941-09-27,False,False,False
1941-12-12,False,False,False
1942-02-28,False,False,False
1942-03-02,False,False,False
1942-05-08,False,False,False
1942-06-22,False,False,False
1942-08-03,False,False,False
1942-09-29,False,False,False
1942-12-14,False,False,False
1943-01-26,False,False,False
1943-03-02,False,False,False
1943-05-15,False,False,False
1943-06-28,False,False,False
1943-10-18,False,False,False
1944-02-29,False,False,False
1944-03-01,False,False,False
1944-05-04,False,False,False
1944-09-22,False,False,False
1944-12-11,False,False,False
1945-02-28,False,False,False
1945-03-01,False,False,False
1945-06-20,False,False,False
1945-10-17,False,False,False
1946-02-28,False,False,False
1946-03-01,False,False,False
1946-06-10,False,False,False
1946-10-03,False,False,False
1947-02-28,False,False,False
1947-03-01,False,False,False
1947-06-06,False,False,False
1947-10-07,False,False,False
1947-12-09,False,False,False
1948-02-27,False,False,False
1948-03-01,False,False,False
1948-05-20,False,False,False
1948-10-04,False,False,False
1948-11-15,False,False,False
1948-11-30,False,False,False
1949-02-28,False,False,False
1949-03-01,False,False,False
1949-05-03,False,False,False
1949-06-28,False,False,False
1949-08-05,False,False,False
1949-12-13,False,False,False
1950-02-28,False,False,False
1950-03-01,False,False,False
1950-06-14,False,False,False
1950-08-18,False,False,False
1950-09-28,False,False,False
1950-10-11,False,False,False
1950-10-30,False,False,False
1950-11-27,False,False,False
1951-01-31,False,False,False
1951-02-08,False,False,False
1951-03-02,False,False,False
1951-03-08,False,False,False
1951-05-17,False,False,False
1951-10-04,False,False,False
1951-11-14,False,False,False
1952-02-29,False,False,False
1952-03-01,False,False,False
1952-06-19,False,False,False
1952-09-25,False,False,False
1952-12-08,False,False,False
1953-03-05,False,False,False
1953-06-11,False,False,False
1953-09-24,False,False,False
1953-12-15,False,False,False
1954-03-03,False,False,False
1954-06-23,False,False,False
1954-09-22,False,False,False
1954-12-07,False,False,False
1955-01-11,False,False,False
1955-03-02,False,False,False
1955-05-10,False,False,False
1955-06-22,False,False,False
1955-07-12,False,False,False
1955-08-02,False,False,False
1955-08-23,False,False,False
1955-09-14,False,False,False
1955-09-26,False,False,True
1955-10-04,False,False,False
1955-10-25,False,False,False
1955-11-16,False,False,False
1955-11-30,False,False,True
1955-12-08,False,False,True
1955-12-13,False,False,False
1956-01-10,False,False,False
1956-01-24,False,False,False
1956-02-15,False,False,False
1956-03-06,False,False,False
1956-03-27,False,False,False
1956-04-17,False,False,False
1956-04-18,False,False,False
1956-05-09,False,False,False
1956-05-23,False,False,False
1956-06-05,False,False,False
1956-06-26,False,False,False
1956-07-17,False,False,False
1956-08-07,False,False,False
1956-08-21,False,False,False
1956-09-11,False,False,False
1956-09-25,False,False,False
1956-10-16,False,False,False
1956-11-13,False,False,False
1956-11-27,False,False,False
1956-12-10,False,False,False
1957-01-08,False,False,False
1957-01-28,False,False,False
1957-02-18,False,False,False
1957-03-05,False,False,False
1957-03-26,False,False,False
1957-04-16,False,False,False
1957-04-24,False,False,True
1957-05-07,False,False,False
1957-05-28,False,False,False
1957-06-18,False,False,False
1957-07-09,False,False,False
1957-07-30,False,False,False
1957-08-20,False,False,False
1957-09-10,False,False,False
1957-10-01,False,False,False
1957-10-22,False,False,False
1957-11-12,False,False,False
1957-12-03,False,False,False
1957-12-17,False,False,False
1958-01-07,False,False,False
1958-01-28,False,False,False
1958-02-11,False,False,False
1958-03-04,False,False,False
1958-03-25,False,False,False
1958-04-15,False,False,False
1958-05-06,False,False,False
1958-05-27,False,False,False
1958-06-17,False,False,False
1958-07-08,False,False,False
1958-07-15,False,False,True
1958-07-18,False,False,True
1958-07-21,False,False,True
1958-07-22,False,False,True
1958-07-23,False,False,True
1958-07-24,False,False,True
1958-07-25,False,False,True
1958-07-29,False,False,False
1958-07-30,False,False,True
1958-07-31,False,False,True
1958-08-01,False,False,True
1958-08-04,False,False,True
1958-08-19,False,False,False
1958-09-09,False,False,False
1958-09-30,False,False,False
1958-10-21,False,False,False
1958-11-10,False,False,False
1958-12-02,False,False,False
1958-12-16,False,False,False
1959-01-06,False,False,False
1959-01-27,False,False,False
1959-02-10,False,False,False
1959-03-03,False,False,False
1959-03-24,False,False,False
1959-04-14,False,False,False
1959-05-05,False,False,False
1959-05-26,False,False,False
1959-06-16,False,False,False
1959-07-07,False,False,False
1959-07-28,False,False,False
1959-08-18,False,False,False
1959-09-01,False,False,False
1959-09-22,False,False,False
1959-10-13,False,False,False
1959-11-04,False,False,False
1959-11-24,False,False,False
1959-12-15,False,False,False
1960-01-12,False,False,False
1960-01-26,False,False,False
1960-02-09,False,False,False
1960-03-01,False,False,False
1960-03-22,False,False,False
1960-04-12,False,False,False
1960-05-03,False,False,False
1960-05-24,False,False,False
1960-06-14,False,False,False
1960-07-06,False,False,False
1960-07-26,False,False,False
1960-08-16,False,False,False
1960-09-13,False,False,False
1960-10-04,False,False,False
1960-10-25,False,False,False
1960-11-22,False,False,False
1960-12-13,False,False,False
1961-01-10,False,False,False
1961-01-24,False,False,False
1961-02-07,False,False,False
1961-03-07,False,False,False
1961-03-28,False,False,False
1961-04-18,False,False,False
1961-05-09,False,False,False
1961-06-06,False,False,False
1961-06-20,False,False,False
1961-07-11,False,False,False
1961-08-01,False,False,False
1961-08-22,False,False,False
1961-09-12,False,False,False
1961-10-03,False,False,False
1961-10-24,False,False,False
1961-11-14,False,False,False
1961-12-05,False,False,False
1961-12-19,False,False,False
1962-01-09,False,False,False
1962-01-23,False,False,False
1962-02-13,False,False,False
1962-03-06,False,False,False
1962-03-27,False,False,False
1962-04-17,False,False,False
1962-05-08,False,False,False
1962-05-29,False,False,False
1962-06-19,False,False,False
1962-06-21,False,False,True
1962-07-10,False,False,False
1962-07-31,False,False,False
1962-08-21,False,False,False
1962-09-11,False,False,False
1962-10-02,False,False,False
1962-10-23,False,False,False
1962-11-13,False,False,False
1962-12-04,False,False,False
1962-12-18,False,False,False
1963-01-08,False,False,False
1963-01-29,False,False,False
1963-02-12,False,False,False
1963-03-05,False,False,False
1963-03-26,False,False,False
1963-04-16,False,False,False
1963-05-07,False,False,False
1963-05-28,False,False,False
1963-06-18,False,False,False
1963-07-09,False,False,False
1963-07-30,False,False,False
1963-08-20,False,False,False
1963-09-10,False,False,False
1963-10-01,False,False,False
1963-10-22,False,False,False
1963-11-12,False,False,False
1963-11-26,False,False,True
1963-12-03,False,False,False
1963-12-17,False,False,False
1964-01-07,False,False,False
1964-01-28,False,False,False
1964-02-11,False,False,False
1964-03-03,False,False,False
1964-03-24,False,False,False
1964-04-14,False,False,False
1964-05-05,False,False,False
1964-05-26,False,False,False
1964-06-17,False,False,False
1964-07-07,False,False,False
1964-07-28,False,False,False
1964-08-18,False,False,False
1964-09-08,False,False,False
1964-09-29,False,False,False
1964-10-20,False,False,False
1964-11-10,False,False,False
1964-11-24,False,False,True
1964-12-01,False,False,False
1964-12-15,False,False,False
1965-01-12,False,False,False
1965-02-02,False,False,False
1965-03-02,False,False,False
1965-03-23,False,False,False
1965-04-13,False,False,False
1965-05-11,False,False,False
1965-05-25,False,False,False
1965-06-15,False,False,False
1965-07-13,False,False,False
1965-08-10,False,False,False
1965-08-31,False,False,False
1965-09-08,False,False,True
1965-09-28,False,False,False
1965-10-12,False,False,False
1965-11-02,False,False,False
1965-11-04,False,False,True
1965-11-23,False,False,False
1965-12-14,False,False,False
1966-01-11,False,False,False
1966-02-08,False,False,False
1966-03-01,False,False,False
1966-03-22,False,False,False
1966-04-12,False,False,False
1966-05-10,False,False,False
1966-06-07,False,False,False
1966-06-28,False,False,False
1966-07-11,False,False,True
1966-07-26,False,False,False
1966-08-23,False,False,False
1966-09-13,False,False,False
1966-10-04,False,False,False
1966-11-01,False,False,False
1966-11-22,False,False,False
1966-12-13,False,False,False
1967-01-10,False,False,False
1967-02-07,False,False,False
1967-03-07,False,False,False
1967-04-04,False,False,False
1967-05-02,False,False,False
1967-05-23,False,False,False
1967-06-20,False,False,False
1967-07-18,False,False,False
1967-08-15,False,False,False
1967-09-12,False,False,False
1967-10-03,False,False,False
1967-10-24,False,False,False
1967-11-14,False,False,False
1967-11-27,False,False,False
1967-12-12,False,False,False
1968-01-09,False,False,False
1968-02-06,False,False,False
1968-03-05,False,False,False
1968-03-14,False,False,True
1968-04-02,False,False,False
1968-04-19,False,False,True
1968-04-30,False,False,False
1968-05-28,False,False,False
1968-06-18,False,False,False
1968-07-16,False,False,False
1968-08-13,False,False,False
1968-08-19,False,False,True
1968-09-10,False,False,False
1968-10-08,False,False,False
1968-10-29,False,False,False
1968-11-26,False,False,False
1968-12-17,False,False,False
1969-01-14,False,False,False
1969-02-04,False,False,False
1969-03-04,False,False,False
1969-04-01,False,False,False
1969-04-29,False,False,False
1969-05-27,False,False,False
1969-06-24,False,False,False
1969-07-15,False,False,False
1969-08-12,False,False,False
1969-09-09,False,False,False
1969-10-07,False,False,False
1969-10-28,False,False,False
1969-11-25,False,False,False
1969-12-16,False,False,False
1970-01-15,False,False,False
1970-02-10,False,False,False
1970-03-10,False,False,False
1970-04-07,False,False,False
1970-05-05,False,False,False
1970-05-26,False,False,False
1970-06-23,False,False,False
1970-07-21,False,False,False
1970-08-18,False,False,False
1970-09-15,False,False,False
1970-10-20,False,False,False
1970-11-17,False,False,False
1970-12-15,False,False,False
1971-01-12,False,False,False
1971-02-09,False,False,False
1971-03-09,False,False,False
1971-04-06,False,False,False
1971-05-11,False,False,False
1971-06-08,False,False,False
1971-06-29,False,False,False
1971-07-27,False,False,False
1971-08-24,False,False,False
1971-09-21,False,False,False
1971-10-19,False,False,False
1971-11-16,False,False,False
1971-12-14,False,False,False
1972-01-11,False,False,False
1972-02-14,False,False,False
1972-02-15,False,False,False
1972-03-21,False,False,False
1972-04-17,False,False,False
1972-04-18,False,False,False
1972-05-23,False,False,False
1972-06-20,False,False,False
1972-07-18,False,False,False
1972-08-15,False,False,False
1972-09-19,False,False,False
1972-10-17,False,False,False
1972-11-21,False,False,False
1972-12-19,False,False,False
1973-01-16,False,False,False
1973-02-13,False,False,False
1973-03-07,False,False,True
1973-03-20,False,False,False
1973-04-17,False,False,False
1973-05-15,False,False,False
1973-06-19,False,False,False
1973-07-09,False,False,True
1973-07-17,False,False,False
1973-08-21,False,False,False
1973-09-18,False,False,False
1973-10-02,False,False,True
1973-10-10,False,False,True
1973-10-16,False,False,False
1973-11-20,False,False,False
1973-12-18,False,False,False
1974-01-22,False,False,False
1974-02-20,False,False,False
1974-03-19,False,False,False
1974-04-16,False,False,False
1974-05-21,False,False,False
1974-06-18,False,False,False
1974-07-05,False,False,True
1974-07-16,False,False,False
1974-08-20,False,False,False
1974-09-10,False,False,False
1974-10-15,False,False,False
1974-11-19,False,False,False
1974-12-17,False,False,False
1975-01-21,False,False,False
1975-02-19,False,False,False
1975-03-18,False,False,False
1975-04-15,False,False,False
1975-05-20,False,False,False
1975-06-17,False,False,False
1975-07-15,False,False,False
1975-08-19,False,False,False
1975-09-16,False,False,False
1975-10-21,False,False,False
1975-11-18,False,False,False
1975-12-16,False,False,False
1976-01-20,False,False,False
1976-02-18,False,False,False
1976-03-16,False,False,False
1976-03-29,False,False,False
1976-04-20,False,False,False
1976-05-18,False,False,False
1976-06-22,False,False,False
1976-07-20,False,False,False
1976-08-17,False,False,False
1976-09-21,False,False,False
1976-10-19,False,False,False
1976-11-08,False,False,True
1976-11-16,False,False,False
1976-12-21,False,False,False
1977-01-18,False,False,False
1977-02-15,False,False,False
1977-03-15,False,False,False
1977-04-19,False,False,False
1977-05-17,False,False,False
1977-05-27,False,False,True
1977-06-21,False,False,False
1977-07-19,False,False,False
1977-08-16,False,False,False
1977-09-20,False,False,False
1977-10-18,False,False,False
1977-11-15,False,False,False
1977-12-20,False,False,False
1978-01-05,False,False,True
1978-01-17,False,False,False
1978-02-28,False,False,False
1978-03-10,False,False,True
1978-03-21,False,False,False
1978-04-18,False,False,False
1978-05-05,False,False,True
1978-05-16,False,False,False
1978-06-20,False,False,False
1978-07-18,False,False,False
1978-08-15,False,False,False
1978-09-08,False,False,True
1978-09-19,False,False,False
1978-10-17,False,False,False
1978-11-21,False,False,False
1978-12-19,False,False,False
1979-01-12,False,False,True
1979-02-06,False,False,False
1979-03-02,False,False,True
1979-03-20,False,False,False
1979-04-17,False,False,False
1979-04-27,False,False,True
1979-05-22,False,False,False
1979-06-27,False,False,True
1979-07-11,False,False,False
1979-07-17,False,False,True
1979-07-19,False,False,True
1979-08-14,False,False,False
1979-09-18,False,False,False
1979-10-05,False,False,True
1979-10-06,False,False,False
1979-10-22,False,False,True
1979-11-20,False,False,False
1980-01-09,False,False,False
1980-02-05,False,False,False
1980-02-22,False,False,True
1980-03-07,False,False,True
1980-03-18,False,False,False
1980-04-22,False,False,False
1980-04-29,False,False,True
1980-05-06,False,False,True
1980-05-20,False,False,False
1980-06-05,False,False,True
1980-07-09,False,False,False
1980-07-25,False,False,True
1980-08-12,False,False,False
1980-08-22,False,False,True
1980-09-16,False,False,False
1980-10-21,False,False,False
1980-11-18,False,False,False
1980-11-26,False,False,True
1980-12-05,False,False,True
1980-12-12,False,False,True
1980-12-19,False,False,False
1981-02-03,False,False,False
1981-02-24,False,False,True
1981-03-31,False,False,False
1981-04-28,False,False,True
1981-05-06,False,False,True
1981-05-18,False,False,False
1981-06-17,False,False,True
1981-07-07,False,False,False
1981-07-17,False,False,True
1981-08-07,False,False,True
1981-08-18,False,False,False
1981-10-06,False,False,False
1981-11-17,False,False,False
1981-12-22,False,False,False
1982-02-02,False,False,False
1982-03-30,False,False,False
1982-05-18,False,False,False
1982-05-20,False,False,True
1982-06-01,False,False,False
1982-07-15,False,False,True
1982-08-24,False,False,False
1982-09-24,False,False,True
1982-10-05,False,False,False
1982-11-16,False,False,False
1982-12-21,False,False,False
1983-01-14,False,False,True
1983-01-21,False,False,True
1983-01-28,False,False,True
1983-02-09,False,False,False
1983-03-29,False,False,False
1983-04-29,False,False,True
1983-05-24,False,False,False
1983-06-23,False,False,True
1983-07-13,False,False,False
1983-08-23,False,False,False
1983-09-08,False,False,True
1983-10-04,False,False,False
1983-11-15,False,False,False
1983-12-20,False,False,False
1984-01-31,False,False,False
1984-03-20,False,False,True
1984-03-27,False,False,False
1984-05-22,False,False,False
1984-07-17,False,False,False
1984-08-21,False,False,False
1984-10-02,False,False,False
1984-11-07,False,False,False
1984-12-18,False,False,False
1985-01-18,False,False,True
1985-02-13,False,False,False
1985-03-26,False,False,False
1985-05-21,False,False,False
1985-07-10,False,False,False
1985-08-20,False,False,False
1985-09-23,False,False,True
1985-10-01,False,False,False
1985-11-05,False,False,False
1985-12-17,False,False,False
1986-02-12,False,False,False
1986-04-01,False,False,False
1986-04-21,False,False,True
1986-05-20,False,False,False
1986-07-09,False,False,False
1986-08-19,False,False,False
1986-09-23,False,False,False
1986-11-05,False,False,False
1986-12-16,False,False,False
1987-02-11,False,False,False
1987-02-23,False,False,True
1987-03-31,False,False,False
1987-04-29,False,False,True
1987-05-19,False,False,False
1987-07-07,False,False,False
1987-08-18,False,False,False
1987-09-22,False,False,False
1987-10-19,False,False,True
1987-10-20,False,False,True
1987-10-30,False,False,True
1987-11-03,False,False,False
1987-12-16,False,False,False
1988-01-05,False,False,True
1988-02-10,False,False,False
1988-03-29,False,False,False
1988-05-17,False,False,False
1988-06-30,False,False,False
1988-07-19,False,False,True
1988-08-16,False,False,False
1988-09-20,False,False,False
1988-10-17,False,False,True
1988-11-01,False,False,False
1988-11-22,False,False,True
1988-12-14,False,False,False
1989-02-08,False,False,False
1989-03-28,False,False,False
1989-05-16,False,False,False
1989-05-31,False,False,True
1989-06-05,False,False,True
1989-07-06,False,False,False
1989-07-26,False,False,True
1989-08-22,False,False,False
1989-10-03,False,False,False
1989-10-16,False,False,True
1989-10-17,False,False,True
1989-10-18,False,False,True
1989-11-14,False,False,False
1989-12-19,False,False,False
1990-02-07,False,False,False
1990-03-27,False,False,False
1990-04-11,False,False,True
1990-05-15,False,False,False
1990-07-03,False,False,False
1990-08-21,False,False,False
1990-09-07,False,False,True
1990-09-17,False,False,True
1990-10-02,False,False,False
1990-11-13,False,False,False
1990-12-07,False,False,True
1990-12-18,False,False,False
1991-01-09,False,False,True
1991-02-01,False,False,True
1991-02-06,False,False,False
1991-03-26,False,False,False
1991-04-12,False,False,True
1991-04-30,False,False,True
1991-05-01,False,False,True
1991-05-14,False,False,False
1991-06-10,False,False,True
1991-06-24,False,False,True
1991-07-03,False,False,False
1991-08-05,False,False,True
1991-08-20,False,False,False
1991-09-13,False,False,True
1991-10-01,False,False,False
1991-10-30,False,False,True
1991-11-05,False,False,False
1991-12-02,False,False,True
1991-12-17,False,False,False
1992-01-09,False,False,True
1992-02-05,False,False,False
1992-03-11,False,False,True
1992-03-31,False,False,False
1992-05-19,False,False,False
1992-07-01,False,False,False
1992-07-02,False,False,True
1992-08-18,False,False,False
1992-10-06,False,False,False
1992-11-17,False,False,False
1992-12-14,False,False,True
1992-12-22,False,False,False
1993-01-06,False,False,True
1993-02-03,False,False,False
1993-02-18,False,False,True
1993-03-01,False,False,True
1993-03-23,False,False,False
1993-05-18,False,False,False
1993-07-07,False,False,False
1993-08-17,False,False,False
1993-09-21,False,False,False
1993-10-05,False,False,True
1993-10-15,False,False,True
1993-10-22,False,False,True
1993-11-09,False,False,True
1993-11-10,False,False,True
1993-11-16,False,False,False
1993-12-21,False,False,False
1994-02-04,False,False,False
1994-02-28,False,False,True
1994-03-22,False,False,False
1994-03-24,False,False,True
1994-04-18,False,False,True
1994-05-17,False,False,False
1994-07-06,False,False,False
1994-07-20,False,False,True
1994-08-16,False,False,False
1994-09-27,False,False,False
1994-11-15,False,False,False
1994-12-20,False,False,False
1994-12-30,False,False,True
1995-01-13,False,False,True
1995-02-01,False,False,False
1995-03-10,False,False,True
1995-03-28,False,False,False
1995-04-28,False,False,True
1995-05-23,False,False,False
1995-07-06,False,False,False
1995-08-22,False,False,False
1995-09-26,False,False,False
1995-11-15,False,False,False
1995-12-19,False,False,False
1996-01-31,False,False,False
1996-03-26,False,False,False
1996-05-21,False,False,False
1996-07-03,False,False,False
1996-08-20,False,False,False
1996-09-24,False,False,False
1996-11-13,False,False,False
1996-12-17,False,False,False
1997-02-05,False,False,False
1997-03-25,False,False,False
1997-05-20,False,False,False
1997-07-02,False,False,False
1997-08-19,False,False,False
1997-09-30,False,False,False
1997-11-12,False,False,False
1997-12-16,False,False,False
1998-02-04,False,False,False
1998-03-31,False,False,False
1998-05-19,False,False,False
1998-07-01,False,False,False
1998-08-18,False,False,False
1998-09-21,False,False,True
1998-09-29,False,False,False
1998-10-15,False,False,True
1998-11-17,False,False,False
1998-12-22,False,False,False
1999-02-03,False,False,False
1999-03-30,False,False,False
1999-05-18,False,False,False
1999-06-30,False,False,False
1999-08-24,False,False,False
1999-10-05,False,False,False
1999-11-16,False,False,False
1999-12-21,False,False,False
2000-02-02,False,False,False
2000-03-21,False,False,False
2000-05-16,False,False,False
2000-06-28,False,False,False
2000-08-22,False,False,False
2000-10-03,False,False,False
2000-11-15,False,False,False
2000-12-19,False,False,False
2001-01-03,False,False,True
2001-01-31,False,False,False
2001-03-20,False,False,False
2001-04-11,False,False,True
2001-04-18,False,False,True
2001-05-15,False,False,False
2001-06-27,False,False,False
2001-08-21,False,False,False
2001-09-13,False,False,True
2001-09-17,False,False,True
2001-10-02,False,False,False
2001-11-06,False,False,False
2001-12-11,False,False,False
2002-01-30,False,False,False
2002-03-19,False,False,False
2002-05-07,False,False,False
2002-06-26,False,False,False
2002-08-13,False,False,False
2002-09-24,False,False,False
2002-11-06,False,False,False
2002-12-10,False,False,False
2003-01-29,False,False,False
2003-03-18,False,False,False
2003-03-25,False,False,True
2003-04-01,False,False,True
2003-04-08,False,False,True
2003-04-16,False,False,True
2003-05-06,False,False,False
2003-06-25,False,False,False
2003-08-12,False,False,False
2003-09-15,False,False,False
2003-09-16,False,False,False
2003-10-28,False,False,False
2003-12-09,False,False,False
2004-01-28,False,False,False
2004-03-16,False,False,False
2004-05-04,False,False,False
2004-06-30,False,False,False
2004-08-10,False,False,False
2004-09-21,False,False,False
2004-11-10,False,False,False
2004-12-14,False,False,False
2005-02-02,False,False,False
2005-03-22,False,False,False
2005-05-03,False,False,False
2005-06-30,False,False,False
2005-08-09,False,False,False
2005-09-20,False,False,False
2005-11-01,False,False,False
2005-12-13,False,False,False
2006-01-31,False,False,False
2006-03-28,False,False,False
2006-05-10,False,False,False
2006-06-29,False,False,False
2006-08-08,False,False,False
2006-09-20,False,False,False
2006-10-25,False,False,False
2006-12-12,False,False,False
2007-01-31,False,False,False
2007-03-21,False,False,False
2007-05-09,False,False,False
2007-06-28,False,False,False
2007-08-07,False,False,False
2007-08-10,False,False,True
2007-08-16,False,False,True
2007-09-18,False,False,False
2007-10-31,False,False,False
2007-12-06,False,False,True
2007-12-11,False,False,False
2008-01-09,False,False,True
2008-01-21,False,False,True
2008-01-30,False,False,False
2008-03-10,False,False,True
2008-03-18,False,False,False
2008-04-30,False,False,False
2008-06-25,False,False,False
2008-07-24,False,False,True
2008-08-05,False,False,False
2008-09-16,False,False,False
2008-09-29,False,False,True
2008-10-07,False,False,True
2008-10-29,False,False,False
2008-12-16,False,False,False
2009-01-16,False,False,True
2009-01-28,False,False,False
2009-02-07,False,False,True
2009-03-18,False,False,False
2009-04-29,False,False,False
2009-06-03,False,False,True
2009-06-24,False,False,False
2009-08-12,False,False,False
2009-09-23,False,False,False
2009-11-04,False,False,False
2009-12-16,False,False,False
2010-01-27,False,False,False
2010-03-16,False,False,False
2010-04-28,False,False,False
2010-05-09,False,False,True
2010-06-23,False,False,False
2010-08-10,False,False,False
2010-09-21,False,False,False
2010-10-15,False,False,True
2010-11-03,False,False,False
2010-12-14,False,False,False
2011-01-26,False,False,False
2011-03-15,False,False,False
2011-04-27,False,False,False
2011-06-22,False,False,False
2011-08-01,False,False,True
2011-08-09,False,False,False
2011-09-21,False,False,False
2011-11-02,False,False,False
2011-11-28,False,False,True
2011-12-13,False,False,False
2012-01-25,False,False,False
2012-03-13,False,False,False
2012-04-25,False,False,False
2012-06-20,False,False,False
2012-08-01,False,False,False
2012-09-13,False,False,False
2012-10-24,False,False,False
2012-12-12,False,False,False
2013-01-30,False,False,False
2013-03-20,False,False,False
2013-05-01,False,False,False
2013-06-19,False,False,False
2013-07-31,False,False,False
2013-09-18,False,False,False
2013-10-16,True,False,False
2013-10-30,False,False,False
2013-12-18,False,False,False
2014-01-29,False,False,False
2014-03-04,True,False,False
2014-03-19,False,False,False
2014-04-30,False,False,False
2014-06-18,False,False,False
2014-07-30,False,False,False
2014-09-17,False,False,False
2014-10-29,False,False,False
2014-12-17,False,False,False
2017-02-01,False,False,False
2017-03-15,False,True,False
2017-05-03,False,False,False
2017-06-14,False,True,False
2017-07-26,False,False,False
2017-09-20,False,True,False
2017-11-01,False,False,False
2017-12-13,False,True,False
2018-01-31,False,False,False
2018-03-21,False,True,False
2018-05-02,False,False,False
2018-06-13,False,True,False
2018-08-01,False,False,False
2018-09-26,False,True,False
2018-11-08,False,False,False
2018-12-19,False,True,False
2019-01-30,False,False,False
2019-03-20,False,True,False
2019-05-01,False,False,False
2019-06-19,False,True,False
2019-07-31,False,False,False
2019-09-18,False,True,False
2019-10-04,True,False,False
2019-10-30,False,False,False
2019-12-11,False,True,False
2020-01-29,False,False,False
2020-03-03,True,False,False
2020-03-15,True,False,False
2020-03-19,False,False,False
2020-03-23,False,False,False
2020-03-31,False,False,False
2020-04-29,False,False,False
2020-06-10,False,True,False
2020-07-29,False,False,False
2020-08-27,False,False,False
2020-09-16,False,True,False
2020-11-05,False,False,False
2020-12-16,False,True,False
2021-01-27,False,False,False
2021-03-17,False,True,False
2021-04-28,False,False,False
2021-06-16,False,True,False
2021-07-28,False,False,False
2021-09-22,False,True,False
2021-11-03,False,False,False
2021-12-15,False,True,False
2022-01-26,False,False,False
2022-03-16,False,True,False
2022-05-04,False,False,False
2022-06-15,False,True,False
2022-07-27,False,False,False
2022-09-21,False,True,False
2022-11-02,False,False,False
2022-12-14,False,True,False
2023-02-01,False,False,False
2023-03-22,False,True,False
2023-05-03,False,False,False
2023-06-14,False,True,False
2023-07-26,False,False,False
2023-09-20,False,True,False
2023-11-01,False,False,False
2023-12-13,False,True,False
